A1_Nquest,DIAENTR,MESENTR,ANOENTR,D1A_ID,D1A_FAIXAID,D2_SEXO,D3_ESCOLA,RAMOATIV,RAMOCHEFEF,OCUPA,UF,CID,REG,Q1,Q2,Q3,Q401,Q402,Q403,Q404,Q405,Q406,Q407,Q501,Q502,Q503,Q504,Q505,Q601,Q602,Q603,Q604,Q7,Q8,Q9,Q10A,Q10B,Q11,Q12P1_A,Q12P1_B,Q12P2_A,Q12P2_B,Q12G_1A,Q12G_2,Q12S1,Q12S2,Q12CD,Q12CD_recode,Q12AL,Q12AL_recode,Q13A,Q13B,Q13B_2,Q13B2A,Q13G1,Q13G2,Q13S,Q13CD,Q13CD_recode,Q13AL,Q13AL_recode,Q14A,Q14B,Q1501,Q1502,Q1503,Q1504,Q1505,Q1506,Q1507,Q1508,Q1509,Q1510,Q1511,Q1512,Q1513,Q1514,Q1515,Q1516,Q1517,Q1518,Q1519,Q1520,Q1521,Q1522,Q1523,Q1524,Q1525,Q1526,Q1601,Q1602,Q1603,Q1604,Q1605,Q1606,Q1607,Q1608,Q1609,Q1610,Q1611,Q1612,Q1613,Q1614,Q1615,Q1616,Q1617,Q1618,Q1619,Q1620,Q1621,Q1701,Q1702,Q1703,Q1704,Q1705,Q1706,Q1707,Q1708,Q1709,Q1710,Q1711,Q1712,Q1713,Q1714,Q1715,Q1716,Q1717,Q1718,Q1719,Q1720,Q1721,Q1722,Q1723,Q1724,Q1725,Q1726,Q18,Q21,Q22A,Q22B,Q22C,Q22D,P1,P1A,D5_1,D5_2,P201,P202,P203,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P301,P302,P303,P304,P305,P306,P307,P308,P309,P310,P311,P312,P401,P402,P403,P404,P405,P406,P407,P408,P409,P410,P411,P412,P5,P601,P602,P603,P604,P605,P606,P607,P608,P609,P610,P611,P612,P613,P614,P615,P616,P7_aberta_agregada,P8,P9,P1001,P1002,P1003,P1004,P1101,P1102,P1103,P1104,P1105,P12,P13_aberta_agregada,P14A,P14B,P15,P1601,P1602,P1603,P1604,P1605,P1606,P1607,P1608,P1609,P1610,P1611,P1701,P1702,P1703,P1704,P1705,P1706,P1707,P1708,P1709,P1710,P1711,P1712,P1713,P18,P19,P20,P2101,P2102,P2103,P2104,P2105,P2106,P22,P24,P25,P26,P27,P28,P28A,P28B,P29,P30,D4,D7,D8,D8A,D6,D9,D9A,D9B_FAIXA_RENDAF,D11,D10,D10A,D12,D12A,D14,D15,D16,D20,DIAANIVER,MESANIVER,ANOANIVER,A3
1951,19,11,2018,28,3,1,6,3,99,3,41,131,4,3,3,5,8,1,5,1,1,2,1,2,4,5,1,1,1,2,1,1,1,1,3,5,99,5,4,99,5,99,9999,9999,9999,9999,9999,999,9999,999,1,98,1,98,9998,9999,9998,9998,3,9998,3,5,5,0,96,96,96,2,96,96,96,96,96,96,96,98,96,96,96,96,96,96,96,96,96,96,96,96,96,2,96,98,0,98,98,3,98,96,0,0,96,96,98,98,96,2,0,96,2,1,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,5,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,4,5,5,5,8,3,5,6,4,3,3,3,3,4,8,4,8,8,8,4,4,2,7,0,98,5,6,3,5,4,98,2,98,98,98,8,7,3,998,1,2,1,1,8,2,1,1,4,1,5,1,50,1,99,2,98,98,98,98,98,98,98,98,98,98,98,5,1,5,8,8,1,1,8,8,2,8,8,1,8,3,2,1,5,5,5,5,1,4,2,2,7,97,2,4,999,2,2,1,3,5,3,1,1500,999,2,6,3,9999,8,2,1,2,1,3,30,6,1990,2
1952,21,11,2018,66,7,2,7,10,99,4,41,131,4,4,4,5,5,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,4,1,5,5,99,5,4,99,4,99,9999,9999,9999,9999,9999,999,9999,999,4,99,4,99,9999,9999,9999,9999,999,9999,999,5,5,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,5,96,96,96,1,96,10,96,96,2,9,96,96,96,96,96,96,1,96,96,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,98,2,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,8,8,8,2,2,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,98,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,998,8,8,1,5,1,5,8,1,5,1,1,1,15,99,2,1,10,8,10,10,10,10,10,10,10,10,10,5,5,1,1,8,1,1,1,1,1,1,1,8,5,8,8,5,5,8,5,8,1,3,2,88,98,97,2,3,999,2,2,1,12,9999,999,999,1008,999,2,2,3,9999,2,3,1,1,1,2,30,12,1952,2
1953,19,11,2018,27,3,2,6,10,99,4,41,131,4,3,3,1,2,1,4,2,2,4,1,5,2,5,1,4,1,4,1,4,1,1,4,5,99,5,1,9,1,2,4101,9999,4101,9998,9998,3,9998,3,4,99,4,99,9999,9999,9999,9999,999,9999,999,5,5,0,96,96,96,96,96,96,98,96,96,96,96,96,96,96,96,96,96,96,98,96,96,96,96,96,96,5,0,96,0,0,0,10,0,4,0,6,96,0,0,0,0,0,0,96,96,0,0,96,96,4,2,0,96,96,96,96,0,0,96,96,0,96,96,4,96,96,96,96,96,0,96,0,95,5,2,2,99,99,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,5,6,5,5,6,6,5,8,6,3,3,4,3,4,4,4,4,4,2,4,4,2,2,1,3,5,4,2,8,5,6,5,0,0,8,5,0,0,2,50,1,2,1,5,4,5,1,1,1,1,1,1,11,1,99,2,10,6,10,10,10,5,6,1,10,8,10,5,4,5,5,2,1,5,4,5,5,2,1,1,8,1,1,5,5,5,5,5,2,4,1,2,1,2,2,4,999,2,2,2,14,9999,999,999,2000,999,3,6,3,9999,5,2,1,2,1,3,10,2,1991,2
1954,19,11,2018,44,4,1,3,10,99,4,41,132,4,4,4,5,1,1,5,1,5,1,5,1,5,5,8,1,1,1,1,1,1,1,5,5,99,3,1,9,4,99,9960,9999,9960,9960,9998,3,9998,3,5,99,4,99,9999,9999,9999,9999,999,9999,999,5,5,0,0,0,0,0,0,96,0,0,96,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,10,0,5,0,96,0,0,0,0,0,0,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5,2,2,99,99,1,98,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,8,2,1,1,8,1,1,1,1,1,5,1,11,99,8,2,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,4,8,1,1,1,5,5,2,5,5,5,5,5,5,4,2,2,97,96,2,5,999,2,2,3,16,9999,999,999,808,999,1,6,3,9999,2,3,1,1,1,1,19,11,1974,2
1955,18,11,2018,32,3,1,6,3,99,1,41,132,4,3,3,2,2,1,5,1,2,2,1,1,2,4,2,1,1,1,2,2,1,1,2,5,99,3,4,99,4,99,9999,9999,9999,9999,9999,999,9999,999,1,2,1,2,4102,9999,4102,9998,3,9998,3,5,5,0,0,0,0,0,0,0,0,96,96,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,98,0,96,0,3,0,1,0,96,96,0,0,0,0,2,97,96,96,98,98,98,98,1,96,96,98,98,96,96,96,10,98,97,98,96,96,4,96,96,96,96,5,4,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,3,8,4,4,2,2,6,5,1,2,1,2,3,3,4,3,1,2,4,3,8,1,2,1,2,4,2,2,3,2,2,2,1,2,1,3,2,70,3,8,4,4,5,4,2,3,3,4,3,1,15,2,99,2,5,5,3,4,2,4,3,2,1,3,2,4,2,4,4,2,4,2,4,4,5,5,4,1,4,1,1,5,5,5,5,5,1,4,1,10,999,96,1,3,5,2,2,3,1,2,2,1,2500,999,3,2,3,9999,2,2,1,1,1,3,18,7,1986,2
1956,18,11,2018,46,5,2,2,10,99,4,41,132,4,4,3,5,5,1,5,1,8,1,1,8,2,5,5,8,2,1,1,4,9,2,5,5,99,8,4,99,4,99,9999,9999,9999,9999,9999,999,9999,999,1,2,1,2,9998,9999,9998,9998,3,9998,3,5,5,10,96,2,96,0,96,96,0,96,96,96,1,96,96,96,2,1,96,96,96,96,96,96,96,96,96,5,10,10,3,10,0,0,0,2,10,8,96,10,96,6,96,0,10,0,0,0,0,96,96,96,96,96,96,10,96,96,96,96,96,96,96,98,96,96,96,96,96,96,96,96,96,96,0,5,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,8,8,8,8,8,8,8,6,6,1,3,4,1,3,2,3,4,8,3,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,8,8,8,8,2,8,1,1,1,1,5,1,998,99,1,2,1,1,1,2,1,1,1,1,2,1,1,5,1,5,5,5,5,8,1,8,8,1,1,1,8,3,2,8,8,8,8,8,8,1,2,2,7,97,2,5,999,2,2,6,15,9999,999,999,9999999,98,99,2,2,9999,2,3,1,2,1,2,10,12,1972,2
1957,18,11,2018,36,4,2,3,6,99,1,41,132,4,4,3,4,1,1,5,1,5,1,1,5,5,4,5,4,3,4,1,1,1,1,5,5,99,5,7,99,7,99,9999,9999,9999,9999,9999,999,9999,999,1,7,1,2,9960,9999,9998,9998,3,9998,3,5,5,2,96,96,96,0,98,0,6,96,96,96,96,96,8,98,5,96,96,96,96,96,96,96,96,96,96,6,7,9,98,10,98,0,0,98,9,0,96,0,98,98,96,0,4,98,0,0,0,96,96,96,96,98,98,1,96,96,96,96,96,0,98,5,96,96,96,98,96,96,96,96,96,96,98,5,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,3,6,6,5,6,6,6,6,6,5,3,4,4,4,3,3,4,4,4,4,4,4,2,2,2,0,4,2,2,6,0,0,0,0,0,0,0,0,0,75,1,2,2,5,1,1,1,4,2,8,5,1,10,1,99,2,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,5,1,1,4,1,5,1,1,2,5,3,2,5,5,5,5,5,5,1,1,9,999,96,1,98,5,2,1,3,3,5,3,2,1000,999,2,2,4,9999,2,3,1,2,1,2,13,12,1982,2
1958,18,11,2018,26,3,2,6,7,99,1,41,132,4,3,4,3,4,4,5,1,5,3,1,8,5,3,5,5,4,2,2,4,1,1,5,5,99,3,1,12,1,1,4101,9999,9998,9998,9998,3,9998,3,1,7,1,98,9998,9999,9998,9998,3,9998,3,3,3,4,96,96,96,2,96,96,2,96,96,96,2,96,96,96,96,2,96,96,2,96,96,96,96,96,96,8,96,96,10,10,96,5,4,96,5,5,96,96,96,96,96,96,0,96,10,2,98,96,98,96,98,96,98,96,96,96,96,96,96,98,96,96,96,96,96,98,96,98,96,96,96,98,5,5,2,2,99,99,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,4,3,4,6,8,8,8,6,6,2,3,2,4,4,4,4,4,1,4,4,4,2,0,0,0,0,0,0,5,2,0,0,0,5,0,0,0,0,998,3,8,8,8,8,8,8,1,5,8,5,1,998,99,4,8,5,1,1,1,1,1,1,1,1,1,1,5,8,5,8,8,8,8,8,8,8,1,8,5,8,8,8,8,8,8,8,8,8,2,2,5,1,98,2,3,999,2,8,3,1,1,3,2,3500,999,3,2,10,9999,2,3,1,2,1,3,30,7,1992,2
1959,18,11,2018,20,2,2,8,10,99,4,41,132,4,3,3,2,1,1,5,2,2,3,2,2,3,1,2,5,1,1,1,2,1,1,3,5,99,2,1,8,1,1,4102,9999,4102,4107,9998,3,9998,3,3,99,3,99,9999,9999,9999,9999,999,9999,999,5,3,0,96,96,96,2,96,96,2,96,96,96,96,96,2,96,96,2,2,96,96,2,96,96,96,96,96,5,96,0,0,8,7,0,0,96,2,0,2,96,0,3,96,3,2,96,3,5,0,96,96,96,3,96,96,7,0,96,96,96,96,96,96,6,96,96,6,2,96,96,96,96,96,96,8,4,2,2,99,99,1,97,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,5,3,2,4,4,2,4,2,3,1,3,3,3,2,3,3,3,2,3,2,2,2,4,2,1,4,4,2,6,3,4,1,0,3,1,0,0,0,21,1,2,3,4,1,4,2,3,5,1,4,1,10,1,99,2,5,5,6,6,98,98,98,98,5,6,5,5,4,5,5,2,3,8,2,2,5,1,2,1,3,3,1,3,5,5,5,5,4,4,2,5,1,2,1,2,4,2,1,3,16,9999,999,999,1500,999,2,2,10,9999,8,2,1,1,1,4,17,2,1998,2
1960,18,11,2018,50,5,1,2,2,99,1,41,132,4,3,1,2,1,1,5,1,1,1,1,5,1,2,4,4,1,1,1,1,1,2,5,5,99,5,1,9,1,2,4101,9999,4109,4104,9998,3,1003,1,1,98,98,99,4102,9999,9998,9998,3,1003,1,5,5,0,0,1,0,1,1,1,1,1,96,0,0,1,0,0,1,1,0,1,0,1,2,1,1,1,0,1,0,0,0,0,0,10,0,96,0,2,0,96,0,0,0,0,0,0,0,0,0,0,98,0,0,98,98,98,0,1,0,10,98,96,1,98,0,0,98,1,0,0,0,1,98,98,10,5,1,99,17,2,2,999,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,6,1,1,6,6,2,6,6,6,2,2,2,4,1,1,4,4,2,4,4,4,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,1,2,1,1,1,1,1,1,1,1,1,1,50,99,4,2,2,1,1,1,1,1,98,2,1,1,1,5,1,1,1,1,1,8,1,1,1,1,1,1,5,1,1,5,5,5,5,1,1,4,2,2,4,4,2,3,999,2,2,1,1,2,2,1,1000,999,2,3,3,9999,2,3,1,1,1,3,5,7,1968,2
1961,21,11,2018,64,6,1,8,2,99,2,41,133,4,3,4,5,1,1,5,1,1,8,5,1,3,1,1,1,1,1,1,1,1,1,5,5,99,5,4,99,4,99,9999,9999,9999,9999,9999,999,9999,999,4,99,4,99,9999,9999,9999,9999,999,9999,999,3,2,5,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,0,96,0,96,96,0,0,96,96,96,96,96,96,1,96,96,0,5,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,98,5,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,2,8,8,8,8,8,8,8,8,8,4,4,4,8,8,8,8,8,2,8,8,8,2,10,5,0,5,5,0,0,5,0,0,0,0,0,0,0,0,998,2,1,8,8,8,1,8,8,8,8,8,1,998,3,99,8,1,3,1,3,4,1,5,6,4,1,1,5,8,5,1,8,1,1,1,8,8,1,8,1,8,5,2,5,5,8,8,5,8,4,8,5,1,96,2,2,999,2,2,1,4,2,3,1,5000,999,4,6,97,9999,2,5,1,1,1,3,17,8,1954,2
1962,21,11,2018,36,4,1,8,2,99,1,41,133,4,2,1,1,3,1,5,1,1,5,1,3,2,5,3,3,3,3,2,2,1,2,3,5,99,2,1,9,1,2,4101,9999,4109,4101,1379,1,9998,3,1,1,4,99,4102,9999,4102,9998,3,9998,3,5,5,0,1,98,6,1,0,1,0,6,96,7,7,96,0,0,5,0,98,3,98,2,6,2,96,98,96,2,0,0,2,0,3,7,2,6,0,8,96,2,4,0,96,0,0,0,0,2,0,6,4,6,6,1,5,1,6,5,9,10,98,0,0,3,5,6,6,5,4,8,4,5,5,96,7,2,2,2,99,99,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,5,2,3,1,2,5,5,2,1,5,4,8,4,1,3,2,2,3,3,1,1,4,3,2,2,2,2,5,5,3,5,3,6,3,6,4,3,5,4,4,21,1,2,2,4,1,1,1,4,2,1,1,1,10,99,2,2,9,9,8,4,4,5,7,7,6,5,2,5,1,5,2,2,4,5,4,5,4,1,2,2,5,1,1,5,5,1,5,5,1,4,1,5,1,8,2,3,999,2,2,3,1,2,3,1,5000,999,4,6,96,9999,2,3,1,1,3,2,11,9,1982,2
1963,21,11,2018,19,2,1,7,10,99,4,41,133,4,2,2,1,2,2,5,5,5,3,2,5,3,1,5,4,3,4,1,2,1,2,5,1,98,2,1,3,1,1,4101,9999,9998,9998,1385,1,9998,3,3,99,3,99,9999,9999,9999,9999,999,9999,999,3,5,5,5,6,4,0,96,2,3,2,96,3,0,96,2,96,6,96,96,96,96,96,96,96,96,96,96,10,4,96,7,4,96,0,1,3,2,0,96,0,96,2,2,0,1,96,2,0,1,7,4,98,9,4,98,2,98,98,6,9,98,98,98,3,96,98,96,98,98,98,96,98,96,98,4,4,2,2,99,99,1,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,5,4,3,4,5,6,4,4,2,3,8,3,4,3,3,3,8,4,3,3,3,3,4,1,2,2,1,2,3,5,10,2,7,3,2,2,5,7,4,2,40,1,1,2,4,1,3,3,2,1,5,5,1,10,5,99,2,6,5,5,4,98,98,98,7,8,98,6,5,2,5,3,8,3,2,4,3,4,4,2,2,5,3,1,5,5,5,5,5,1,4,1,4,6,98,1,5,3,2,2,3,11,9999,999,999,5000,999,4,5,4,9999,2,3,1,1,1,5,14,12,1999,2
1964,21,11,2018,73,7,1,8,10,99,4,41,133,4,3,3,5,2,2,5,1,1,1,1,3,4,8,8,2,4,4,4,4,1,1,5,8,99,2,2,99,2,99,9999,9999,9999,9999,9999,999,9999,999,1,98,1,98,9998,9999,9998,9998,3,9998,3,1,1,98,98,96,96,98,96,96,96,96,96,96,96,96,96,96,98,96,96,96,96,96,98,96,96,96,96,98,96,96,3,0,98,8,98,96,0,3,98,96,98,96,96,0,0,0,0,0,0,96,96,5,98,96,96,96,98,96,98,98,96,0,98,96,96,96,96,96,96,98,96,96,96,98,98,5,2,2,99,99,8,999,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,2,3,5,3,3,4,6,8,8,6,3,4,1,1,8,4,2,4,4,1,3,4,4,2,0,3,3,3,98,2,98,98,98,0,0,1,98,98,0,98,998,1,1,2,2,2,2,3,4,2,1,2,1,15,99,4,2,98,98,98,98,98,98,98,98,98,98,98,5,3,5,3,8,8,3,8,8,4,8,4,1,8,8,8,5,5,5,5,5,5,4,3,2,97,97,2,4,999,2,2,5,12,9999,999,999,1000,999,2,2,5,1,7,1,1,1,1,1,19,12,1945,2
1965,21,11,2018,31,3,2,3,4,99,2,41,133,4,4,3,5,1,1,5,1,1,1,1,1,1,4,5,5,1,1,1,1,1,1,3,5,99,5,5,99,5,99,9999,9999,9999,9999,9999,999,9999,999,5,99,5,99,9999,9999,9999,9999,999,9999,999,4,5,10,96,7,96,7,96,96,96,96,96,5,8,8,7,96,96,8,10,96,96,8,8,96,96,96,96,96,96,96,10,7,8,98,5,96,10,8,5,96,96,96,96,5,7,96,96,0,0,96,96,96,8,96,96,6,96,10,96,96,96,8,7,96,9,8,10,96,96,96,96,96,10,96,98,5,2,2,99,99,2,999,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,1,4,3,5,5,4,3,4,5,5,4,3,3,3,1,3,3,3,1,3,3,3,3,3,3,2,0,5,0,5,5,0,5,10,5,0,4,4,0,8,0,5,13,2,2,1,1,1,1,1,4,4,1,1,1,15,2,99,2,2,4,4,5,4,4,1,4,5,1,1,5,1,5,2,2,1,1,1,2,2,1,1,2,2,1,1,5,5,5,5,5,5,1,2,2,1,1,1,4,5,1,1,1,5,2,3,1,2500,999,3,2,5,7,2,3,1,1,1,4,9,6,1987,2
1966,21,11,2018,36,4,2,1,4,99,1,41,133,4,3,4,8,4,8,5,8,8,8,4,8,8,8,8,8,8,8,8,8,9,7,8,5,99,3,4,99,4,99,9999,9999,9999,9999,9999,999,9999,999,98,99,98,99,9999,9999,9999,9999,999,9999,999,1,1,96,96,96,10,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,10,96,96,96,96,96,96,98,96,96,96,96,98,96,96,96,96,96,96,96,98,96,96,96,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,8,2,2,99,99,8,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,9,8,8,0,0,98,98,98,98,98,99,98,98,98,98,98,98,98,98,998,8,8,8,8,8,8,8,8,8,8,8,8,998,99,1,8,98,98,98,98,98,98,98,98,98,98,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8,8,8,8,2,10,999,96,2,5,999,1,2,6,3,5,3,3,9999999,1,1,6,3,9999,2,3,1,1,1,2,10,2,1982,2
1967,21,11,2018,36,4,1,3,3,99,1,41,133,4,3,3,8,5,1,5,1,5,1,1,1,1,1,4,3,1,4,1,8,1,1,5,1,17,5,1,9,1,2,4101,9999,4104,4109,1357,2,9998,3,1,2,1,2,4102,9999,9998,1360,1,1362,1,5,5,0,0,0,0,0,96,0,96,0,96,96,10,0,0,0,0,1,0,0,0,0,96,0,96,96,0,0,0,0,0,0,0,5,0,96,0,1,0,0,0,96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,98,98,96,0,0,0,0,0,1,0,0,0,0,0,96,0,8,5,2,2,99,99,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,5,5,4,2,5,6,2,1,1,2,3,3,4,4,4,4,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,8,1,1,4,1,2,1,1,2,2,1,10,1,99,2,10,1,2,1,1,1,1,1,1,1,1,5,1,5,3,1,1,1,1,1,4,1,1,1,1,1,1,5,5,5,5,4,1,4,2,2,97,7,1,4,5,1,1,3,3,5,2,1,1500,999,2,6,3,9999,8,2,1,1,1,6,22,1,1982,2
1968,20,11,2018,48,5,1,8,2,99,1,41,134,4,3,2,2,4,4,4,2,5,4,3,4,3,4,4,4,1,3,1,3,1,1,5,5,99,3,1,9,1,2,4106,9999,4109,9998,9998,3,9998,3,1,2,1,2,9998,9999,9998,9998,3,9998,3,5,5,1,96,96,96,4,98,96,96,96,96,4,96,96,96,96,96,96,98,96,96,96,96,96,96,96,96,0,0,0,3,0,0,10,0,8,0,5,3,5,0,0,0,0,0,0,0,0,0,96,98,96,2,98,98,2,98,98,5,98,96,98,96,98,98,98,98,98,96,96,98,96,96,96,97,5,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,5,5,3,6,5,2,5,6,2,2,1,2,4,4,4,4,4,3,4,4,4,1,6,5,6,5,5,2,10,5,5,5,4,4,4,5,5,9,12,1,2,5,2,1,5,5,5,4,5,5,1,30,99,1,2,8,6,5,3,5,5,4,5,6,6,9,4,5,2,4,1,2,5,5,5,5,4,5,4,5,1,1,5,5,5,5,5,1,4,1,2,7,4,2,3,999,2,2,1,1,2,2,1,3000,999,3,6,97,9999,2,3,1,2,1,3,1,1,1970,2
1969,20,11,2018,66,7,1,2,10,99,4,41,134,4,3,2,1,1,1,5,1,5,1,1,1,5,1,4,5,1,1,1,1,1,1,4,1,45,2,5,99,5,99,9999,9999,9999,9999,9999,999,9999,999,1,2,1,2,4102,9999,4102,9998,3,9998,3,5,5,0,96,96,96,10,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,0,96,96,4,0,98,10,0,98,0,5,0,98,0,96,96,0,0,0,98,0,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1,4,1,99,45,2,2,999,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,2,1,1,2,3,5,5,2,1,5,1,4,2,2,3,2,2,2,4,2,1,4,2,2,0,5,0,4,4,5,4,3,5,2,4,4,8,6,4,4,61,2,2,1,1,2,2,1,1,5,1,5,1,50,1,99,1,8,8,6,8,3,3,4,98,5,6,6,5,1,4,1,1,1,1,5,5,5,1,1,1,1,1,1,5,5,5,5,5,1,4,2,2,7,12,2,3,999,2,2,1,12,9999,999,999,1500,999,2,1,5,6,2,3,1,2,1,2,12,6,1952,2
1970,19,11,2018,18,2,1,6,6,99,3,41,134,4,3,2,4,3,4,5,4,5,5,5,2,5,4,5,5,1,8,1,4,2,1,3,5,99,5,1,9,1,2,4101,9999,4109,4103,9998,3,9998,3,3,99,3,99,9999,9999,9999,9999,999,9999,999,5,5,0,96,2,96,96,96,96,5,0,96,96,5,96,3,96,96,96,2,96,96,96,96,2,3,96,96,3,96,96,6,2,4,10,1,96,3,4,96,0,96,96,96,3,4,96,98,0,10,96,96,96,96,96,10,96,96,96,96,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,95,5,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,4,8,2,2,5,2,3,2,2,3,2,2,4,3,2,2,4,2,2,5,9,5,8,6,4,7,5,9,7,6,98,4,8,7,5,998,2,1,8,2,8,5,5,5,5,2,5,1,15,99,1,1,8,5,6,5,5,5,5,6,6,5,5,5,1,1,5,5,8,8,5,8,2,5,9,5,5,1,1,5,5,5,5,5,5,4,1,2,1,2,1,4,3,2,1,3,3,5,3,3,3000,999,3,6,5,996,2,3,1,1,3,3,21,1,2000,2
1971,14,11,2018,24,2,1,5,6,99,1,41,134,4,3,3,5,3,2,4,4,8,1,1,3,5,1,4,5,4,4,4,4,1,1,3,5,99,4,1,9,1,2,4101,9999,9950,9950,9998,3,9998,3,6,99,6,99,9999,9999,9999,9999,999,9999,999,5,5,5,96,96,96,96,96,96,96,98,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,5,2,96,5,0,96,8,0,96,5,6,96,5,96,96,96,0,3,96,3,5,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,3,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,8,8,1,8,4,3,1,2,1,3,3,3,3,3,3,3,4,3,2,5,5,5,5,5,6,8,8,6,5,4,8,7,7,4,6,998,3,2,2,2,3,5,5,5,5,1,5,1,10,1,99,2,9,7,98,6,7,98,98,98,98,98,8,5,2,5,2,5,2,8,4,5,1,2,2,1,8,1,1,2,5,3,5,5,1,4,2,2,1,2,2,3,999,1,1,2,1,1,3,1,2500,999,3,3,3,9999,8,2,1,1,1,4,11,5,1994,2
